Name,Adress,Adress2,Zip,Grade,Score,Latitude,Longitude,Coordinates
1260 Crossman - Mk 2Nd Floor,"1260 Crossman Av,Sunnyvale, Ca 94089","1260 CROSSMAN AV,SUNNYVALE, CA 94089",94089,Pass,98,37.409536,-122.009942,"(37.409536,-122.009942)"
Sunnyvale Moose Lodge #2049,"905 Kifer Rd ,Sunnyvale, Ca 94086","905 KIFER RD ,SUNNYVALE, CA 94086",94086,Pass,94,37.374808,-122.009929,"(37.374808,-122.009929)"
Netapp Data Visionary Center,"1395 Crossman Av,Sunnyvale, Ca 94089","1395 CROSSMAN AV,SUNNYVALE, CA 94089",94089,Pass,97,37.41493,-122.00971,"(37.41493,-122.00971)"
Grocery Outlet,"1180 N Fair Oaks ,Sunnyvale, Ca 94089","1180 N FAIR OAKS ,SUNNYVALE, CA 94089",94089,Pass,97,37.403221,-122.009656,"(37.403221,-122.009656)"
Till Cafe,"1240 Crossman Av,Sunnyvale, Ca 94089","1240 CROSSMAN AV,SUNNYVALE, CA 94089",94089,Pass,97,37.408487,-122.009614,"(37.408487,-122.009614)"
Zpizza,"1190 N Fairoaks Av,Sunnyvale, Ca 94089","1190 N FAIROAKS AV,SUNNYVALE, CA 94089",94089,Pass,71,37.404423,-122.009596,"(37.404423,-122.009596)"
Peterson Middle School,"1380 W Rosalia Av ,Sunnyvale, Ca 94087","1380 W ROSALIA AV ,SUNNYVALE, CA 94087",94087,Pass,92,37.349215,-122.009417,"(37.349215,-122.009417)"
Chaat Bhavan,"976 E El Camino Real,Sunnyvale, Ca 94087","976 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,88,37.3518,-122.0094,"(37.3518,-122.0094)"
Quincy Liquor & Grocery,"982 E El Camino Real,Sunnyvale, Ca 94087","982 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,90,37.3518,-122.00916,"(37.3518,-122.00916)"
Cheetas Gentleman'S Club,"907 E Arques Av ,Sunnyvale, Ca 94086","907 E ARQUES AV ,SUNNYVALE, CA 94086",94086,Pass,97,37.38132,-122.00904,"(37.38132,-122.00904)"
Specialty'S Cafe & Bakery,"605 Tasman Dr B,Sunnyvale, Ca 94089","605 TASMAN DR B,SUNNYVALE, CA 94089",94089,Pass,94,37.40343,-122.00883,"(37.40343,-122.00883)"
Boardwalk Burgers And Fries,"691 Tasman Dr Ste Q,Sunnyvale, Ca 94089","691 TASMAN DR STE Q,SUNNYVALE, CA 94089",94089,Pass,70,37.402923,-122.00869,"(37.402923,-122.00869)"
San Miguel Elementary School,"777 San Miguel Av ,Sunnyvale, Ca 94085","777 SAN MIGUEL AV ,SUNNYVALE, CA 94085",94085,Pass,95,37.391994,-122.008664,"(37.391994,-122.008664)"
Hobee'S Sunnyvale,"800 E Ahwanee Av ,Sunnyvale, Ca 94086","800 E AHWANEE AV ,SUNNYVALE, CA 94086",94086,Pass,81,37.39438,-122.008338,"(37.39438,-122.008338)"
Ponderosa Elementary School,"804 Ponderosa Av ,Sunnyvale, Ca 94086","804 PONDEROSA AV ,SUNNYVALE, CA 94086",94086,Pass,98,37.36215,-122.00831,"(37.36215,-122.00831)"
Jin Jin Gourmet Chinese Cuisine,"927 E Arques Av Ste 131,Sunnyvale, Ca 94085","927 E ARQUES AV STE 131,SUNNYVALE, CA 94085",94085,Pass,80,37.381258,-122.008127,"(37.381258,-122.008127)"
Denny'S,"814 E Ahwanee Av ,Sunnyvale, Ca 94086","814 E AHWANEE AV ,SUNNYVALE, CA 94086",94086,Pass,88,37.394479,-122.008119,"(37.394479,-122.008119)"
Starbucks Coffee #13603,"1003 E El Camino Real ,Sunnyvale, Ca 94087","1003 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,91,37.35259,-122.00773,"(37.35259,-122.00773)"
Sree Vaari,"920 E Arques Av ,Sunnyvale, Ca 94085","920 E ARQUES AV ,SUNNYVALE, CA 94085",94085,Pass,96,37.38054,-122.0077,"(37.38054,-122.0077)"
Vpiapple-Vp01-Espresso Bar,"19191 Vallco Py ,Cupertino, Ca 95014","19191 VALLCO PY ,CUPERTINO, CA 95014",95014,Pass,100,37.325194,-122.007636,"(37.325194,-122.007636)"
Agape Cafe,"845 Stewart Dr Ste A,Sunnyvale, Ca 94086","845 STEWART DR STE A,SUNNYVALE, CA 94086",94086,Pass,100,37.384229,-122.007613,"(37.384229,-122.007613)"
Prime Now Llc - Uca7,"222 Commercial St,Sunnyvale, Ca 94085","222 COMMERCIAL ST,SUNNYVALE, CA 94085",94085,Pass,100,37.378534,-122.007047,"(37.378534,-122.007047)"
Stratford School,"1500 Partridge Av,Sunnyvale, Ca 94087","1500 PARTRIDGE AV,SUNNYVALE, CA 94087",94087,Pass,100,37.34409,-122.00667,"(37.34409,-122.00667)"
Komala Vilas,"1020 E El Camino Real,Sunnyvale, Ca 94087","1020 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,79,37.35162,-122.00588,"(37.35162,-122.00588)"
Apple Park Avc Espresso Bar (Cafe),"10600 N Tantau Av,Cupertino, Ca 95014","10600 N TANTAU AV,CUPERTINO, CA 95014",95014,Pass,98,37.333334,-122.005276,"(37.333334,-122.005276)"
Aramark,"974 E Arques Av 81,Sunnyvale, Ca 94086","974 E ARQUES AV 81,SUNNYVALE, CA 94086",94086,Pass,97,37.379903,-122.004996,"(37.379903,-122.004996)"
Carl'S Jr #7031,"1051 E El Camino Real,Sunnyvale, Ca 94087","1051 E EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,97,37.35256,-122.00457,"(37.35256,-122.00457)"
Tia Juana,"901 E Duane Av ,Sunnyvale, Ca 94086","901 E DUANE AV ,SUNNYVALE, CA 94086",94086,Pass,77,37.38899,-122.00454,"(37.38899,-122.00454)"
Angus Meat Market,"1053 E El Camino Real 9,Sunnyvale, Ca 94086","1053 E EL CAMINO REAL 9,SUNNYVALE, CA 94086",94086,Pass,83,37.35297,-122.00436,"(37.35297,-122.00436)"
Subway Sandwiches #28153,"1044 E El Camino Real ,Sunnyvale, Ca 94087","1044 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,89,37.35163,-122.00432,"(37.35163,-122.00432)"
Tanto Japanese Restaurant,"1063 E El Camino Real ,Sunnyvale, Ca 94087","1063 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,78,37.35257,-122.00405,"(37.35257,-122.00405)"
"Intuitive Surgical, Inc","1020 Kifer Rd,Sunnyvale, Ca 94086","1020 KIFER RD,SUNNYVALE, CA 94086",94086,Pass,100,37.37294,-122.003968,"(37.37294,-122.003968)"
Metro City Restaurant & Bar,"919 E Duane Av ,Sunnyvale, Ca 94085","919 E DUANE AV ,SUNNYVALE, CA 94085",94085,Pass,70,37.38901,-122.00396,"(37.38901,-122.00396)"
Kentucky Fried Chicken @ 1065,"1065 E El Camino Real ,Sunnyvale, Ca 94087","1065 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,100,37.35264,-122.00362,"(37.35264,-122.00362)"
Vons Express/ Labory'S Kitchen,"933 E Duane Av,Sunnyvale, Ca 94085","933 E DUANE AV,SUNNYVALE, CA 94085",94085,Pass,79,37.38911,-122.0034,"(37.38911,-122.0034)"
Cherry Orchard Inn,"1071 E El Camino Real ,Sunnyvale, Ca 94086","1071 E EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,95,37.35295,-122.00331,"(37.35295,-122.00331)"
Apple-Hs01-Caffe Mac,"18880 Homestead Rd ,Cupertino, Ca 95014","18880 HOMESTEAD RD ,CUPERTINO, CA 95014",95014,Pass,97,37.33705,-122.003307,"(37.33705,-122.003307)"
Speedy'S Tacos,"929 E Duane Av ,Sunnyvale, Ca 94086","929 E DUANE AV ,SUNNYVALE, CA 94086",94086,Pass,84,37.38867,-122.00328,"(37.38867,-122.00328)"
House Of Pho,"1066 E El Camino Real ,Sunnyvale, Ca 94087","1066 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,86,37.35166,-122.00319,"(37.35166,-122.00319)"
Cosmopolitan Cafe @ Pharmacyclics,"970 Stewart Dr,Sunnyvale, Ca 94085","970 STEWART DR,SUNNYVALE, CA 94085",94085,Pass,100,37.382627,-122.003182,"(37.382627,-122.003182)"
Lakewood Elementary School,"750 Lakechime Av ,Sunnyvale, Ca 94086","750 LAKECHIME AV ,SUNNYVALE, CA 94086",94086,Pass,96,37.396904,-122.003033,"(37.396904,-122.003033)"
Laurelwood School,"955 Teal Dr,Santa Clara, Ca 95051","955 TEAL DR,SANTA CLARA, CA 95051",95051,Pass,100,37.343504,-122.002404,"(37.343504,-122.002404)"
Country Inn & Suites By Radisson,"1300 Chesapeake Tr,Sunnyvale, Ca 94089","1300 CHESAPEAKE TR,SUNNYVALE, CA 94089",94089,Pass,94,37.40931,-122.00231,"(37.40931,-122.00231)"
The Domain Hotel - Kitchen,"1085 E El Camino Real ,Sunnyvale, Ca 94087","1085 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,88,37.352802,-122.002096,"(37.352802,-122.002096)"
Hk Food Court,"1092 E El Camino Real # 1,Sunnyvale, Ca 94087","1092 E EL CAMINO REAL # 1,SUNNYVALE, CA 94087",94087,Pass,70,37.35167,-122.00177,"(37.35167,-122.00177)"
Epicurean Group @ Texas Instruments,"2900 Semiconductor Dr,Santa Clara, Ca 95051","2900 SEMICONDUCTOR DR,SANTA CLARA, CA 95051",95051,Pass,97,37.375568,-122.001708,"(37.375568,-122.001708)"
Fry'S Electronics,"1077 E Arques Av,Sunnyvale, Ca 94086","1077 E ARQUES AV,SUNNYVALE, CA 94086",94086,Pass,100,37.38203,-122.00164,"(37.38203,-122.00164)"
Best Western Inn Santa Clara,"4341 El Camino Real,Santa Clara, Ca 95051","4341 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,92,37.352898,-122.001469,"(37.352898,-122.001469)"
Apple-Aq04-Espresso Bar,"1050 E Arques Av,Sunnyvale, Ca 94085","1050 E ARQUES AV,SUNNYVALE, CA 94085",94085,Pass,100,37.37912,-122.000891,"(37.37912,-122.000891)"
Sangeetha Vegetarian Restaurant,"1103 E El Camino Real ,Sunnyvale, Ca 94087","1103 E EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,78,37.352678,-122.000652,"(37.352678,-122.000652)"
Global Sports Twin Creeks,"969 Caribbean Dr,Sunnyvale, Ca 94089","969 CARIBBEAN DR,SUNNYVALE, CA 94089",94089,Pass,93,37.415023,-122.000547,"(37.415023,-122.000547)"
Fish Market The,"3775 El Camino Real ,Santa Clara, Ca 95051","3775 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,100,37.353331,-122.000056,"(37.353331,-122.000056)"
Burger King #1673,"3750 El Camino Real,Santa Clara, Ca 95051","3750 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,95,37.351869,-121.999728,"(37.351869,-121.999728)"
Pizz'A Chicago,"1576 Halford Av,Santa Clara, Ca 95051","1576 HALFORD AV,SANTA CLARA, CA 95051",95051,Pass,100,37.353639,-121.999496,"(37.353639,-121.999496)"
Thai Chili Cuisine,"1550 Halford Av,Santa Clara, Ca 95051","1550 HALFORD AV,SANTA CLARA, CA 95051",95051,Pass,88,37.35334,-121.999495,"(37.35334,-121.999495)"
Rangoli - 3,"1554 Halford Av ,Santa Clara, Ca 95051","1554 HALFORD AV ,SANTA CLARA, CA 95051",95051,Pass,100,37.353408,-121.999495,"(37.353408,-121.999495)"
Rangoli Indian Restaurant,"1584 Halford Av ,Santa Clara, Ca 95051","1584 HALFORD AV ,SANTA CLARA, CA 95051",95051,Pass,79,37.353785,-121.999484,"(37.353785,-121.999484)"
The Halford,"1494 Halford Av,Santa Clara, Ca 95051","1494 HALFORD AV,SANTA CLARA, CA 95051",95051,Pass,100,37.351604,-121.99948,"(37.351604,-121.99948)"
Baker'S Village,"1488 Halford Av,Santa Clara, Ca 95051","1488 HALFORD AV,SANTA CLARA, CA 95051",95051,Pass,98,37.351378,-121.999469,"(37.351378,-121.999469)"
Moobongri,"1484 Halford Av ,Santa Clara, Ca 95051","1484 HALFORD AV ,SANTA CLARA, CA 95051",95051,Pass,85,37.351151,-121.999459,"(37.351151,-121.999459)"
Valley Liquor & Wine #10,"1480 Halford Av ,Santa Clara, Ca 95051","1480 HALFORD AV ,SANTA CLARA, CA 95051",95051,Pass,92,37.351124,-121.999458,"(37.351124,-121.999458)"
Beijing Restaurant,"1460 Halford Av,Santa Clara, Ca 95051","1460 HALFORD AV,SANTA CLARA, CA 95051",95051,Pass,100,37.350867,-121.999446,"(37.350867,-121.999446)"
Shan Ii Llc,"3739 El Camino Real ,Santa Clara, Ca 95051","3739 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,93,37.353386,-121.998998,"(37.353386,-121.998998)"
El Camino Real Chevron,"3740 El Camino Real,Santa Clara, Ca 95051","3740 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,94,37.352083,-121.998896,"(37.352083,-121.998896)"
M & S Santa Clara Gas Station,"3725 El Camino Real ,Santa Clara, Ca 95050","3725 EL CAMINO REAL ,SANTA CLARA, CA 95050",95050,Pass,98,37.352761,-121.998686,"(37.352761,-121.998686)"
Apple - Kf04 - Grab & Go,"3689 Kifer Rd,Santa Clara, Ca 95051","3689 KIFER RD,SANTA CLARA, CA 95051",95051,Pass,100,37.374036,-121.99842,"(37.374036,-121.99842)"
Denny'S Restaurant,"3715 El Camino Real,Santa Clara, Ca 95051","3715 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,100,37.352796,-121.998325,"(37.352796,-121.998325)"
Aramark Cafe 72 Main,"1140 E Arques Av,Sunnyvale, Ca 94085","1140 E ARQUES AV,SUNNYVALE, CA 94085",94085,Pass,97,37.3792,-121.99828,"(37.3792,-121.99828)"
Quality Inn,"1280 Persian Dr,Sunnyvale, Ca 94089","1280 PERSIAN DR,SUNNYVALE, CA 94089",94089,Pass,94,37.407055,-121.998247,"(37.407055,-121.998247)"
Lucky'S #773-Bakery/Deli,"3705 El Camino Real ,Santa Clara, Ca 95051","3705 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,95,37.354069,-121.997982,"(37.354069,-121.997982)"
Vito'S Famous Pizza,"1155 Reed Av ,Sunnyvale, Ca 94086","1155 REED AV ,SUNNYVALE, CA 94086",94086,Pass,92,37.3675,-121.99773,"(37.3675,-121.99773)"
Lebon,"1274 Persian Dr ,San Jose, Ca 94089","1274 PERSIAN DR ,SAN JOSE, CA 94089",94089,Pass,71,37.406542,-121.997717,"(37.406542,-121.997717)"
Sakoon,"3701 El Camino Real ,Santa Clara, Ca 95051","3701 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,83,37.352515,-121.997679,"(37.352515,-121.997679)"
Residence Inn-Restaurant,"1080 Stewart Dr ,Sunnyvale, Ca 94086","1080 STEWART DR ,SUNNYVALE, CA 94086",94086,Pass,97,37.385377,-121.997602,"(37.385377,-121.997602)"
Big Lots,"3735 E El Camino Real ,Santa Clara, Ca 95051","3735 E EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,100,37.35232,-121.99746,"(37.35232,-121.99746)"
Cali Elite Juice Bar Llc (Inside City Sports Club),"1165 E Arques Av,Sunnyvale, Ca 94085","1165 E ARQUES AV,SUNNYVALE, CA 94085",94085,Pass,100,37.38114,-121.99746,"(37.38114,-121.99746)"
Starbucks Coffee #5686,"3605 El Camino Real ,Santa Clara, Ca 95050","3605 EL CAMINO REAL ,SANTA CLARA, CA 95050",95050,Pass,95,37.353026,-121.997311,"(37.353026,-121.997311)"
Adel'S Liquors,"3737 E El Camino Real,Santa Clara, Ca 95051","3737 E EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,92,37.352319,-121.997294,"(37.352319,-121.997294)"
"Bharat Bazar, Inc.","1165 Reed Av ,Sunnyvale, Ca 94086","1165 REED AV ,SUNNYVALE, CA 94086",94086,Pass,92,37.36737,-121.99715,"(37.36737,-121.99715)"
Sports Basement,"1177 Kern Av ,Sunnyvale, Ca 94086","1177 KERN AV ,SUNNYVALE, CA 94086",94086,Pass,97,37.38309,-121.99703,"(37.38309,-121.99703)"
Sunnyvale Saigon Seafood Harbor Restaurant,"1135 N Lawrence Ex ,Sunnyvale, Ca 94089","1135 N LAWRENCE EX ,SUNNYVALE, CA 94089",94089,Pass,70,37.39739,-121.99672,"(37.39739,-121.99672)"
Panera Bread #4487,"1189 E Arques Av,Sunnyvale, Ca 94085","1189 E ARQUES AV,SUNNYVALE, CA 94085",94085,Pass,97,37.38088,-121.996682,"(37.38088,-121.996682)"
Chennai Grill,"1191 E Arques Av,Sunnyvale, Ca 94085","1191 E ARQUES AV,SUNNYVALE, CA 94085",94085,Pass,92,37.380891,-121.996586,"(37.380891,-121.996586)"
Car Spa The,"1097 E Duane Av ,Sunnyvale, Ca 94086","1097 E DUANE AV ,SUNNYVALE, CA 94086",94086,Pass,100,37.3872,-121.99653,"(37.3872,-121.99653)"
Chevron Extra Mile,"295 Lawrence Ex,Sunnyvale, Ca 94085","295 LAWRENCE EX,SUNNYVALE, CA 94085",94085,Pass,97,37.38007,-121.99648,"(37.38007,-121.99648)"
Mumu Hot Pot,"1273 Lawrence Station Rd,Sunnyvale, Ca 94089","1273 LAWRENCE STATION RD,SUNNYVALE, CA 94089",94089,Pass,88,37.406988,-121.996464,"(37.406988,-121.996464)"
"7-Eleven, Store 2367-16136G","2065 White Oak Dr ,Santa Clara, Ca 95051","2065 WHITE OAK DR ,SANTA CLARA, CA 95051",95051,Pass,89,37.360457,-121.9964,"(37.360457,-121.9964)"
Lakewood Shell,"1101 N Lawrence Ex ,Sunnyvale, Ca 94086","1101 N LAWRENCE EX ,SUNNYVALE, CA 94086",94086,Pass,90,37.39637,-121.99617,"(37.39637,-121.99617)"
Chevron Station #1786 Limited Food,"1265 Lawrence Station Rd,Sunnyvale, Ca 94089","1265 LAWRENCE STATION RD,SUNNYVALE, CA 94089",94089,Pass,100,37.40591,-121.99616,"(37.40591,-121.99616)"
Monroe Shell,"2455 Lawrence Ex ,Santa Clara, Ca 95051","2455 LAWRENCE EX ,SANTA CLARA, CA 95051",95051,Pass,100,37.366499,-121.995745,"(37.366499,-121.995745)"
Santa Clara Unified School Dist,"1889 Lawrence Rd,Santa Clara, Ca 95051","1889 LAWRENCE RD,SANTA CLARA, CA 95051",95051,Pass,100,37.357383,-121.995712,"(37.357383,-121.995712)"
Hotel E Real,"3580 El Camino Real ,Santa Clara, Ca 95051","3580 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,100,37.351486,-121.995498,"(37.351486,-121.995498)"
Yakiniku Chikara,"3590 El Camino Real ,Santa Clara, Ca 95051","3590 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,92,37.3519,-121.995365,"(37.3519,-121.995365)"
Mcdonald'S Restaurant #6664,"550 Lawrence Ex ,Sunnyvale, Ca 94086","550 LAWRENCE EX ,SUNNYVALE, CA 94086",94086,Pass,85,37.38556,-121.99528,"(37.38556,-121.99528)"
Al'S Arco,"3595 Benton St ,Santa Clara, Ca 95051","3595 BENTON ST ,SANTA CLARA, CA 95051",95051,Pass,100,37.345839,-121.995244,"(37.345839,-121.995244)"
Bella'S Deli,"1111 Elko Dr Ste A,Sunnyvale, Ca 940892208","1111 ELKO DR STE A,SUNNYVALE, CA 940892208",92208,Pass,88,37.407195,-121.995182,"(37.407195,-121.995182)"
Bezawada,"544 Lawrence Ex ,Sunnyvale, Ca 94085","544 LAWRENCE EX ,SUNNYVALE, CA 94085",94085,Pass,89,37.38447,-121.99518,"(37.38447,-121.99518)"
7-Eleven Food Store #14212B,"3580 Monroe St ,Santa Clara, Ca 95051","3580 MONROE ST ,SANTA CLARA, CA 95051",95051,Pass,100,37.366378,-121.995177,"(37.366378,-121.995177)"
Falafel Bite,"500 Lawrence Ex C,Sunnyvale, Ca 94086","500 LAWRENCE EX C,SUNNYVALE, CA 94086",94086,Pass,89,37.38173,-121.99512,"(37.38173,-121.99512)"
Tasty Subs,"528 Lawrence Ex,Sunnyvale, Ca 94086","528 LAWRENCE EX,SUNNYVALE, CA 94086",94086,Pass,90,37.38287,-121.99508,"(37.38287,-121.99508)"
Xiang Xiang Noodle,"1115 Tasman Dr ,Sunnyvale, Ca 94089","1115 TASMAN DR ,SUNNYVALE, CA 94089",94089,Pass,75,37.403915,-121.995054,"(37.403915,-121.995054)"
Marigold Indian Cuisine,"1214 Apollo Wy # 404B,Sunnyvale, Ca 94085","1214 APOLLO WY # 404B,SUNNYVALE, CA 94085",94085,Pass,83,37.378528,-121.994914,"(37.378528,-121.994914)"
24 Hour Fitness#594,"1211 Arques Av G,Sunnyvale, Ca 94087","1211 ARQUES AV G,SUNNYVALE, CA 94087",94087,Pass,100,37.380709,-121.99477,"(37.380709,-121.99477)"
Chili'S Bar & Grill #69,"3591 El Camino Real,Santa Clara, Ca 95051","3591 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,85,37.352532,-121.994732,"(37.352532,-121.994732)"
Ichaat Cafe,"1208 E Arques Av # 103,Sunnyvale, Ca 94085","1208 E ARQUES AV # 103,SUNNYVALE, CA 94085",94085,Pass,89,37.37996,-121.99472,"(37.37996,-121.99472)"
St Lawrence Catholic Church,"1971 St Lawrence Dr ,Santa Clara, Ca 95051","1971 ST LAWRENCE DR ,SANTA CLARA, CA 95051",95051,Pass,100,37.35883,-121.994685,"(37.35883,-121.994685)"
7-Eleven Food Store #14241,"3565 Benton St,Santa Clara, Ca 95051","3565 BENTON ST,SANTA CLARA, CA 95051",95051,Pass,100,37.345533,-121.994523,"(37.345533,-121.994523)"
Bob'S Discount Liquor #2,"3585 Benton St,Santa Clara, Ca 95051","3585 BENTON ST,SANTA CLARA, CA 95051",95051,Pass,89,37.345774,-121.994503,"(37.345774,-121.994503)"
Sweet Tomatoes #24,"1210 Kifer Rd ,Sunnyvale, Ca 94086","1210 KIFER RD ,SUNNYVALE, CA 94086",94086,Pass,97,37.373559,-121.994477,"(37.373559,-121.994477)"
Costco #423-Pizza Kitchen,"150 Lawrence Station Rd,Sunnyvale, Ca 94086","150 LAWRENCE STATION RD,SUNNYVALE, CA 94086",94086,Pass,100,37.371895,-121.994427,"(37.371895,-121.994427)"
Eat Club Sunnyvale,"1222 Alderwood Av,Sunnyvale, Ca 94089","1222 ALDERWOOD AV,SUNNYVALE, CA 94089",94089,Pass,93,37.40449,-121.99439,"(37.40449,-121.99439)"
Mls Mini Mart #2,"3570 Homestead Rd ,Santa Clara, Ca 95051","3570 HOMESTEAD RD ,SANTA CLARA, CA 95051",95051,Pass,95,37.337358,-121.994321,"(37.337358,-121.994321)"
Jang Su Jang,"3561 El Camino Real 10,Santa Clara, Ca 95051","3561 EL CAMINO REAL 10,SANTA CLARA, CA 95051",95051,Pass,85,37.353336,-121.994286,"(37.353336,-121.994286)"
Deep Stars Inc,"1112 Elko Dr ,Sunnyvale, Ca 94087","1112 ELKO DR ,SUNNYVALE, CA 94087",94087,Pass,94,37.40611,-121.99426,"(37.40611,-121.99426)"
7-Eleven Food Store #16189E,"1201 Wildwood Av ,Sunnyvale, Ca 94086","1201 WILDWOOD AV ,SUNNYVALE, CA 94086",94086,Pass,83,37.3916,-121.99392,"(37.3916,-121.99392)"
Barrelhead Tap Room,"1220 Oakmead Py ,Sunnyvale, Ca 94085","1220 OAKMEAD PY ,SUNNYVALE, CA 94085",94085,Pass,96,37.38641,-121.99383,"(37.38641,-121.99383)"
The Yellow Chilli,"3555 Monroe St Unit 80,Santa Clara, Ca 95051","3555 MONROE ST UNIT 80,SANTA CLARA, CA 95051",95051,Pass,86,37.367212,-121.99378,"(37.367212,-121.99378)"
California Pizza Kitchen,"3535 Monroe St,Santa Clara, Ca 95051","3535 MONROE ST,SANTA CLARA, CA 95051",95051,Pass,98,37.367191,-121.993159,"(37.367191,-121.993159)"
Sichuan Gourmet,"542 Lakeside Dr Ste 3,Sunnyvale, Ca 94085","542 LAKESIDE DR STE 3,SUNNYVALE, CA 94085",94085,Pass,98,37.385437,-121.992915,"(37.385437,-121.992915)"
Honey Berry,"3488 El Camino Real,Santa Clara, Ca 95051","3488 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,94,37.351629,-121.992906,"(37.351629,-121.992906)"
Roll House,"3486 El Camino Real ,Santa Clara, Ca 95051","3486 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,91,37.351629,-121.992823,"(37.351629,-121.992823)"
Pho Hoa,"3484 El Camino Real,Santa Clara, Ca 95051","3484 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,90,37.351629,-121.99274,"(37.351629,-121.99274)"
Js Korea House,"3546 Flora Vista Av ,Santa Clara, Ca 95051","3546 FLORA VISTA AV ,SANTA CLARA, CA 95051",95051,Pass,88,37.353227,-121.992717,"(37.353227,-121.992717)"
Faultline Brewing Co,"1235 Oakmead Py,Sunnyvale, Ca 94086","1235 OAKMEAD PY,SUNNYVALE, CA 94086",94086,Pass,95,37.38735,-121.9926,"(37.38735,-121.9926)"
Santa Clara Christian,"3421 Monroe St,Santa Clara, Ca 95051","3421 MONROE ST,SANTA CLARA, CA 95051",95051,Pass,97,37.367006,-121.992257,"(37.367006,-121.992257)"
Ramada Silicon Valley - Breakfast,"1217 Wildwood Av ,Sunnyvale, Ca 94089","1217 WILDWOOD AV ,SUNNYVALE, CA 94089",94089,Pass,92,37.391188,-121.992201,"(37.391188,-121.992201)"
Walgreens #2740,"3460 El Camino Real ,Santa Clara, Ca 95051","3460 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,100,37.351976,-121.991494,"(37.351976,-121.991494)"
En Japanese Tapas,"3450 El Camino Real 101,Santa Clara, Ca 95051","3450 EL CAMINO REAL 101,SANTA CLARA, CA 95051",95051,Pass,94,37.351666,-121.991049,"(37.351666,-121.991049)"
Oriental Sidedish Catering,"3443 El Camino Real,Santa Clara, Ca 95051","3443 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,92,37.353016,-121.99097,"(37.353016,-121.99097)"
Fairwood Elementary School,"1110 Fairwood Av ,Sunnyvale, Ca 94089","1110 FAIRWOOD AV ,SUNNYVALE, CA 94089",94089,Pass,100,37.39641,-121.990684,"(37.39641,-121.990684)"
R M Catering Llc,"1290 Kifer Rd Ste 305,Sunnyvale, Ca 94086","1290 KIFER RD STE 305,SUNNYVALE, CA 94086",94086,Pass,100,37.371696,-121.990365,"(37.371696,-121.990365)"
Truya Sushi,"3431 El Camino Real ,Santa Clara, Ca 95051","3431 EL CAMINO REAL ,SANTA CLARA, CA 95051",95051,Pass,86,37.352747,-121.990269,"(37.352747,-121.990269)"
Jj Bee,"3438 El Camino Real,Santa Clara, Ca 95051","3438 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,93,37.351672,-121.990186,"(37.351672,-121.990186)"
Lemontree,"3427 El Camino Real,Santa Clara, Ca 95051","3427 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,100,37.352541,-121.990157,"(37.352541,-121.990157)"
Del Sol Bistro,"1250 E Arques Av,Sunnyvale, Ca 94085","1250 E ARQUES AV,SUNNYVALE, CA 94085",94085,Pass,94,37.37913,-121.98958,"(37.37913,-121.98958)"
Taste Culinary Center,"1296 Kifer Rd 607,Sunnyvale, Ca 94086","1296 KIFER RD 607,SUNNYVALE, CA 94086",94086,Pass,100,37.372879,-121.989573,"(37.372879,-121.989573)"
Mapo Bbq,"3395 El Camino Real,Santa Clara, Ca 95051","3395 EL CAMINO REAL,SANTA CLARA, CA 95051",95051,Pass,95,37.352759,-121.989382,"(37.352759,-121.989382)"
